Id,CourseName,CourseNumber,DepartmentCode,CourseDescription,Credits
1142,Biotechnology Laboratory,3581,BIOC,"This intensive laboratory course will primarily simulate the discovery and rapid characterization of genes and gene products. Laboratory experiments will include cutting edge biotechnology techniques and traditional biochemical and molecular biology methodology. For example, DNA/plasmid isolation, cloning, DNA sequencing and analysis, introduction to bioinformatics and microarray technology, characterization of cloned products, protein isolation and characterization, and determination of enzymatic catalysis and regulation will be used to study gene products on a genetic and protein level. Other topics include forensic genetics and plant biotechnology. (Prerequisites: BIOC-2010 and BIOL-2131, Recommended co-requisites: BIOC-3100, BIOC-3110, and BIOC-3130.) (6 laboratory hours per week over two terms, 6 credit course.)",3
1143, Bioinformatics/Genomics/Proteomics,4010,BIOC,"Introduction to informatics, flow of genetic information from nucleic acid sequence to amino acid sequence, gene expression profiling at the mRNA level, gene micro arrays, application of genomic database (Swissprot, gene bank). Introduction to functional genomics, proteomics, protein profiling, 2D gel electrophoresis, mass spectrometry of proteins eluted from 2D gels, peptide mass fingerprinting, comparative proteome analysis, application of 2D protein database and MS peptide database, high throughput analysis of protein-protein interactions, antibodies and phage-display technologies for protein micro array analysis, application of the biomolecular interaction network database (BIND) to find and predict protein-protein interactions. (Prerequisite: BIOC-3130 or BIOL-3500.) (2 lecture hours and 1.5 computer lab hour per week.)",3
1144," Lipids, Lipoproteins, and Signaling",4020,BIOC,"Biochemistry and cell biology of lipids and their role in cellular signaling, with a special emphasis on the experimental basis of current knowledge. Topics covered include lipid and membrane biochemistry, lipoprotein structure and metabolism, small molecules such as steroids and leukotrienes, and an integrative assessment of the role of lipids in cellular processes such as protein trafficking and intracellular signaling. (Prerequisites: One of BIOC-2010 or BIOC-2015 or permission of the instructor.)",3
1145, Enzymology and Biotechnology,4030,BIOC,"This course will focus on the structural and mechanistic properties of biological enzymes. Topics to be covered include, chemical catalysis, kinetics, activity inhibition, catalytic mechanisms, and an overview of modern approaches to studying enzymes. Molecular mechanisms regulating the activities of enzymes in the cell will be discussed. (Prerequisite: BIOC-2010.) (2 lecture hours per week.)",3
1146, Drug Design,4050,BIOC,"Lectures cover various aspects of drug discoveries and designs. Beginning with basic knowledge in pharmacokinetics and pharmacodynamics, students should learn how lead is discovered and how the lead is modified to yield potent therapeutic agents. Several techniques in the area of molecular biology, biochemistry, organic chemistry and computational biology will be discussed and presented. (Prerequisite: BIOC-3310.) (3 lecture hours per week.)",3
1147, Introduction to Chemistry,1000,CHEM,"This course stresses fundamental principles of chemistry, and is intended for students lacking SCH4U or equivalent, or requiring additional preparation for CHEM-1100 (General Chemistry I), CHEM-1103 (Topics in General Chemistry) and BIOC-1303 (Organic and Biological Chemistry for Health Sciences) . Topics include: basic atomic theory, the periodic table, stoichiometry, properties of gases and liquids, acid-base concepts and chemical equilibria, organic and polymer chemistry. This course can serve as a prerequisite for CHEM-1100, but may not be taken for credit in any Science program. (4 lecture hours and 2 tutorial hours per week; or 3 lecture hours and 1 tutorial hour) (Students who first completed CHEM-1100 may not subsequently enrol in CHEM-1000.)",3
1148,CHEM-1003: Alchemy to Chemistry: Science Through the Ages,1003,CHEM,"Science and technology shape the world in which we live. Nevertheless, sometimes the societal impact of scientific breakthroughs is not realized for a generation or more. In this course, key scientific discoveries and developments will be examined and discussed through the lens of a Chemist. Starting with the “ancients”, the course works through time to the present looking at how theories and the scientific method has developed and evolved over time. The course will focus on topics pertaining to chemistry, the science of substances and interactions. (It may be taken by Science students for credit, but does not count as a Science option towards the fulfilment of the specified requirements for a Science degree.) (3 lecture hours per week)",3
1149, General Chemistry I,1100,CHEM,"Introductory concepts in chemistry, including reactions of atoms, ions, and molecules, solution stoichiometry, thermochemistry, electronic structure of atoms, basic chemical bonding and molecular geometry, periodic properties of the elements, and the theory of gases. (Prerequisite: Grade 12“U” Chemistry or equivalent (CHEM-1000), or consent of the instructor.) (3 lecture, 3 laboratory/tutorial hours a week.)",3
1150, Topics In General Chemistry,1103,CHEM,"An introduction to selected topics in modern chemistry for engineering: atomic and molecular structure, properties of matter and the periodic table, macroscopic chemical systems, stoichiometry, properties of the equilibrium state and applications to thermochemistry and electrochemistry. (Prerequisite: Grade 12“U” Chemistry or equivalent.) (3 lecture, 3 laboratory hours a week.)",3
1151, General Chemistry II,1110,CHEM,"A continuation of CHEM-1100 covering topics such as chemical kinetics, general equilibrium theory, acid-base theory, chemical thermodynamics, and introduction to organic chemistry. (Prerequisite: CHEM-1100.) (3 lecture, 3 laboratory/tutorial hours a week.)",3
